data_status	track	organism	panel	dataset	year	model	n_folds	n_repeats	average_precision_mean	average_precision_sd	average_precision_ci95_low	average_precision_ci95_high	mcc_mean	balanced_accuracy_mean	lethal_f1_mean	fit_warnings
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	gb	5	5	0.7996	0.0118	0.7736	0.8256	0.5146	0.7383	0.7046	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	lr	5	5	0.7771	0.0136	0.7471	0.8071	0.4921	0.7264	0.6821	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	svm	5	5	0.7818	0.0155	0.7478	0.8158	0.4968	0.7289	0.6868	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2023	2023	nn	5	5	0.7822	0.0118	0.7562	0.8082	0.4972	0.7290	0.6872	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	dt	5	5	0.7370	0.0155	0.7030	0.7710	0.4520	0.7051	0.6420	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	rf	5	5	0.8135	0.0118	0.7875	0.8395	0.5285	0.7457	0.7185	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	gb	5	5	0.7946	0.0136	0.7646	0.8246	0.5096	0.7356	0.6996	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	lr	5	5	0.7658	0.0155	0.7318	0.7998	0.4808	0.7204	0.6708	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	svm	5	5	0.7659	0.0118	0.7399	0.7919	0.4809	0.7204	0.6709	0
synthetic_mock_not_results	primary	mouse	full	mouse-2024	2024	nn	5	5	0.7638	0.0136	0.7338	0.7938	0.4788	0.7193	0.6688	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	dt	5	5	0.7590	0.0155	0.7250	0.7930	0.4740	0.7168	0.6640	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	rf	5	5	0.8355	0.0118	0.8095	0.8615	0.5505	0.7573	0.7405	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	gb	5	5	0.8166	0.0136	0.7866	0.8466	0.5316	0.7473	0.7216	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	lr	5	5	0.7878	0.0155	0.7538	0.8218	0.5028	0.7320	0.6928	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	svm	5	5	0.7879	0.0118	0.7619	0.8139	0.5029	0.7321	0.6929	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2024	2024	nn	5	5	0.7858	0.0136	0.7558	0.8158	0.5008	0.7310	0.6908	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	dt	5	5	0.6795	0.0118	0.6535	0.7055	0.3945	0.6747	0.5845	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	rf	5	5	0.7509	0.0136	0.7209	0.7809	0.4659	0.7125	0.6559	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	gb	5	5	0.7288	0.0155	0.6948	0.7628	0.4438	0.7008	0.6338	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	lr	5	5	0.6991	0.0118	0.6731	0.7251	0.4141	0.6850	0.6041	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	svm	5	5	0.7006	0.0136	0.6706	0.7306	0.4156	0.6858	0.6056	0
synthetic_mock_not_results	primary	mouse	full	mouse-2025	2025	nn	5	5	0.7021	0.0155	0.6681	0.7361	0.4171	0.6866	0.6071	1
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	dt	5	5	0.7015	0.0118	0.6755	0.7275	0.4165	0.6863	0.6065	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	rf	5	5	0.7729	0.0136	0.7429	0.8029	0.4879	0.7242	0.6779	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	gb	5	5	0.7508	0.0155	0.7168	0.7848	0.4658	0.7124	0.6558	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	lr	5	5	0.7211	0.0118	0.6951	0.7471	0.4361	0.6967	0.6261	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	svm	5	5	0.7226	0.0136	0.6926	0.7526	0.4376	0.6975	0.6276	0
synthetic_mock_not_results	primary	mouse	matched_both	mouse-2025	2025	nn	5	5	0.7241	0.0155	0.6901	0.7581	0.4391	0.6982	0.6291	1
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	dt	5	5	0.5602	0.0155	0.5262	0.5942	0.2752	0.6114	0.4652	0
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	rf	5	5	0.6317	0.0118	0.6057	0.6577	0.3467	0.6493	0.5367	0
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	gb	5	5	0.6096	0.0136	0.5796	0.6396	0.3246	0.6376	0.5146	0
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	lr	5	5	0.5798	0.0155	0.5458	0.6138	0.2948	0.6218	0.4848	0
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	svm	5	5	0.5812	0.0118	0.5552	0.6072	0.2962	0.6225	0.4862	0
synthetic_mock_not_results	primary	worm	full	worm-2015	2015	nn	5	5	0.5825	0.0136	0.5525	0.6125	0.2975	0.6232	0.4875	1
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	dt	5	5	0.5822	0.0155	0.5482	0.6162	0.2972	0.6231	0.4872	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	rf	5	5	0.6537	0.0118	0.6277	0.6797	0.3687	0.6610	0.5587	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	gb	5	5	0.6316	0.0136	0.6016	0.6616	0.3466	0.6492	0.5366	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	lr	5	5	0.6018	0.0155	0.5678	0.6358	0.3168	0.6335	0.5068	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	svm	5	5	0.6032	0.0118	0.5772	0.6292	0.3182	0.6342	0.5082	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2015	2015	nn	5	5	0.6045	0.0136	0.5745	0.6345	0.3195	0.6349	0.5095	1
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	dt	5	5	0.5286	0.0118	0.5026	0.5546	0.2436	0.5947	0.4336	0
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	rf	5	5	0.6005	0.0136	0.5705	0.6305	0.3155	0.6328	0.5055	0
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	gb	5	5	0.5811	0.0155	0.5471	0.6151	0.2961	0.6225	0.4861	0
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	lr	5	5	0.5561	0.0118	0.5301	0.5821	0.2711	0.6093	0.4611	0
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	svm	5	5	0.5640	0.0136	0.5340	0.5940	0.2790	0.6134	0.4690	0
synthetic_mock_not_results	primary	worm	full	worm-2016	2016	nn	5	5	0.5731	0.0155	0.5391	0.6071	0.2881	0.6182	0.4781	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	dt	5	5	0.5506	0.0118	0.5246	0.5766	0.2656	0.6063	0.4556	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	rf	5	5	0.6225	0.0136	0.5925	0.6525	0.3375	0.6444	0.5275	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	gb	5	5	0.6031	0.0155	0.5691	0.6371	0.3181	0.6342	0.5081	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	lr	5	5	0.5781	0.0118	0.5521	0.6041	0.2931	0.6209	0.4831	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	svm	5	5	0.5860	0.0136	0.5560	0.6160	0.3010	0.6251	0.4910	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2016	2016	nn	5	5	0.5951	0.0155	0.5611	0.6291	0.3101	0.6299	0.5001	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	dt	5	5	0.5032	0.0136	0.4732	0.5332	0.2182	0.5812	0.4082	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	rf	5	5	0.5810	0.0155	0.5470	0.6150	0.2960	0.6225	0.4860	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	gb	5	5	0.5690	0.0118	0.5430	0.5950	0.2840	0.6161	0.4740	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	lr	5	5	0.5523	0.0136	0.5223	0.5823	0.2673	0.6072	0.4573	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	svm	5	5	0.5687	0.0155	0.5347	0.6027	0.2837	0.6159	0.4737	0
synthetic_mock_not_results	primary	worm	full	worm-2017	2017	nn	5	5	0.5859	0.0118	0.5599	0.6119	0.3009	0.6250	0.4909	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	dt	5	5	0.5252	0.0136	0.4952	0.5552	0.2402	0.5928	0.4302	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	rf	5	5	0.6030	0.0155	0.5690	0.6370	0.3180	0.6341	0.5080	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	gb	5	5	0.5910	0.0118	0.5650	0.6170	0.3060	0.6277	0.4960	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	lr	5	5	0.5743	0.0136	0.5443	0.6043	0.2893	0.6189	0.4793	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	svm	5	5	0.5907	0.0155	0.5567	0.6247	0.3057	0.6276	0.4957	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2017	2017	nn	5	5	0.6079	0.0118	0.5819	0.6339	0.3229	0.6367	0.5129	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	dt	5	5	0.5315	0.0155	0.4975	0.5655	0.2465	0.5962	0.4365	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	rf	5	5	0.6179	0.0118	0.5919	0.6439	0.3329	0.6420	0.5229	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	gb	5	5	0.6142	0.0136	0.5842	0.6442	0.3292	0.6400	0.5192	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	lr	5	5	0.6051	0.0155	0.5711	0.6391	0.3201	0.6352	0.5101	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	svm	5	5	0.6279	0.0118	0.6019	0.6539	0.3429	0.6473	0.5329	0
synthetic_mock_not_results	primary	worm	full	worm-2018	2018	nn	5	5	0.6497	0.0136	0.6197	0.6797	0.3647	0.6588	0.5547	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	dt	5	5	0.5535	0.0155	0.5195	0.5875	0.2685	0.6078	0.4585	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	rf	5	5	0.6399	0.0118	0.6139	0.6659	0.3549	0.6536	0.5449	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	gb	5	5	0.6362	0.0136	0.6062	0.6662	0.3512	0.6517	0.5412	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	lr	5	5	0.6271	0.0155	0.5931	0.6611	0.3421	0.6469	0.5321	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	svm	5	5	0.6499	0.0118	0.6239	0.6759	0.3649	0.6589	0.5549	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2018	2018	nn	5	5	0.6717	0.0136	0.6417	0.7017	0.3867	0.6705	0.5767	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	dt	5	5	0.5119	0.0118	0.4859	0.5379	0.2269	0.5858	0.4169	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	rf	5	5	0.6051	0.0136	0.5751	0.6351	0.3201	0.6352	0.5101	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	gb	5	5	0.6067	0.0155	0.5727	0.6407	0.3217	0.6360	0.5117	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	lr	5	5	0.6008	0.0118	0.5748	0.6268	0.3158	0.6329	0.5058	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	svm	5	5	0.6246	0.0136	0.5946	0.6546	0.3396	0.6455	0.5296	0
synthetic_mock_not_results	primary	worm	full	worm-2019	2019	nn	5	5	0.6451	0.0155	0.6111	0.6791	0.3601	0.6564	0.5501	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	dt	5	5	0.5339	0.0118	0.5079	0.5599	0.2489	0.5975	0.4389	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	rf	5	5	0.6271	0.0136	0.5971	0.6571	0.3421	0.6469	0.5321	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	gb	5	5	0.6287	0.0155	0.5947	0.6627	0.3437	0.6477	0.5337	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	lr	5	5	0.6228	0.0118	0.5968	0.6488	0.3378	0.6446	0.5278	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	svm	5	5	0.6466	0.0136	0.6166	0.6766	0.3616	0.6572	0.5516	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2019	2019	nn	5	5	0.6671	0.0155	0.6331	0.7011	0.3821	0.6681	0.5721	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	dt	5	5	0.5418	0.0136	0.5118	0.5718	0.2568	0.6016	0.4468	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	rf	5	5	0.6367	0.0155	0.6027	0.6707	0.3517	0.6520	0.5417	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	gb	5	5	0.6378	0.0118	0.6118	0.6638	0.3528	0.6525	0.5428	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	lr	5	5	0.6291	0.0136	0.5991	0.6591	0.3441	0.6479	0.5341	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	svm	5	5	0.6480	0.0155	0.6140	0.6820	0.3630	0.6580	0.5530	0
synthetic_mock_not_results	primary	worm	full	worm-2020	2020	nn	5	5	0.6621	0.0118	0.6361	0.6881	0.3771	0.6654	0.5671	1
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	dt	5	5	0.5638	0.0136	0.5338	0.5938	0.2788	0.6133	0.4688	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	rf	5	5	0.6587	0.0155	0.6247	0.6927	0.3737	0.6636	0.5637	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	gb	5	5	0.6598	0.0118	0.6338	0.6858	0.3748	0.6642	0.5648	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	lr	5	5	0.6511	0.0136	0.6211	0.6811	0.3661	0.6596	0.5561	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	svm	5	5	0.6700	0.0155	0.6360	0.7040	0.3850	0.6696	0.5750	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2020	2020	nn	5	5	0.6841	0.0118	0.6581	0.7101	0.3991	0.6771	0.5891	1
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	dt	5	5	0.6062	0.0155	0.5722	0.6402	0.3212	0.6358	0.5112	0
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	rf	5	5	0.6970	0.0118	0.6710	0.7230	0.4120	0.6839	0.6020	0
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	gb	5	5	0.6921	0.0136	0.6621	0.7221	0.4071	0.6813	0.5971	0
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	lr	5	5	0.6760	0.0155	0.6420	0.7100	0.3910	0.6728	0.5810	0
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	svm	5	5	0.6866	0.0118	0.6606	0.7126	0.4016	0.6784	0.5916	0
synthetic_mock_not_results	primary	worm	full	worm-2021	2021	nn	5	5	0.6921	0.0136	0.6621	0.7221	0.4071	0.6813	0.5971	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	dt	5	5	0.6282	0.0155	0.5942	0.6622	0.3432	0.6475	0.5332	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	rf	5	5	0.7190	0.0118	0.6930	0.7450	0.4340	0.6956	0.6240	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	gb	5	5	0.7141	0.0136	0.6841	0.7441	0.4291	0.6930	0.6191	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	lr	5	5	0.6980	0.0155	0.6640	0.7320	0.4130	0.6844	0.6030	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	svm	5	5	0.7086	0.0118	0.6826	0.7346	0.4236	0.6901	0.6136	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2021	2021	nn	5	5	0.7141	0.0136	0.6841	0.7441	0.4291	0.6930	0.6191	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	dt	5	5	0.5857	0.0118	0.5597	0.6117	0.3007	0.6249	0.4907	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	rf	5	5	0.6685	0.0136	0.6385	0.6985	0.3835	0.6688	0.5735	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	gb	5	5	0.6550	0.0155	0.6210	0.6890	0.3700	0.6616	0.5600	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	lr	5	5	0.6305	0.0118	0.6045	0.6565	0.3455	0.6487	0.5355	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	svm	5	5	0.6336	0.0136	0.6036	0.6636	0.3486	0.6503	0.5386	0
synthetic_mock_not_results	primary	worm	full	worm-2022	2022	nn	5	5	0.6328	0.0155	0.5988	0.6668	0.3478	0.6499	0.5378	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	dt	5	5	0.6077	0.0118	0.5817	0.6337	0.3227	0.6366	0.5127	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	rf	5	5	0.6905	0.0136	0.6605	0.7205	0.4055	0.6804	0.5955	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	gb	5	5	0.6770	0.0155	0.6430	0.7110	0.3920	0.6733	0.5820	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	lr	5	5	0.6525	0.0118	0.6265	0.6785	0.3675	0.6603	0.5575	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	svm	5	5	0.6556	0.0136	0.6256	0.6856	0.3706	0.6620	0.5606	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2022	2022	nn	5	5	0.6548	0.0155	0.6208	0.6888	0.3698	0.6615	0.5598	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	dt	5	5	0.5780	0.0136	0.5480	0.6080	0.2930	0.6208	0.4830	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	rf	5	5	0.6528	0.0155	0.6188	0.6868	0.3678	0.6605	0.5578	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	gb	5	5	0.6325	0.0118	0.6065	0.6585	0.3475	0.6497	0.5375	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	lr	5	5	0.6029	0.0136	0.5729	0.6329	0.3179	0.6341	0.5079	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	svm	5	5	0.6028	0.0155	0.5688	0.6368	0.3178	0.6340	0.5078	0
synthetic_mock_not_results	primary	worm	full	worm-2023	2023	nn	5	5	0.6011	0.0118	0.5751	0.6271	0.3161	0.6331	0.5061	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	dt	5	5	0.6000	0.0136	0.5700	0.6300	0.3150	0.6325	0.5050	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	rf	5	5	0.6748	0.0155	0.6408	0.7088	0.3898	0.6721	0.5798	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	gb	5	5	0.6545	0.0118	0.6285	0.6805	0.3695	0.6614	0.5595	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	lr	5	5	0.6249	0.0136	0.5949	0.6549	0.3399	0.6457	0.5299	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	svm	5	5	0.6248	0.0155	0.5908	0.6588	0.3398	0.6457	0.5298	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2023	2023	nn	5	5	0.6231	0.0118	0.5971	0.6491	0.3381	0.6447	0.5281	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	dt	5	5	0.5869	0.0155	0.5529	0.6209	0.3019	0.6256	0.4919	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	rf	5	5	0.6579	0.0118	0.6319	0.6839	0.3729	0.6632	0.5629	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	gb	5	5	0.6359	0.0136	0.6059	0.6659	0.3509	0.6515	0.5409	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	lr	5	5	0.6069	0.0155	0.5729	0.6409	0.3219	0.6362	0.5119	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	svm	5	5	0.6096	0.0118	0.5836	0.6356	0.3246	0.6376	0.5146	0
synthetic_mock_not_results	primary	worm	full	worm-2024	2024	nn	5	5	0.6128	0.0136	0.5828	0.6428	0.3278	0.6393	0.5178	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	dt	5	5	0.6089	0.0155	0.5749	0.6429	0.3239	0.6372	0.5139	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	rf	5	5	0.6799	0.0118	0.6539	0.7059	0.3949	0.6748	0.5849	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	gb	5	5	0.6579	0.0136	0.6279	0.6879	0.3729	0.6632	0.5629	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	lr	5	5	0.6289	0.0155	0.5949	0.6629	0.3439	0.6478	0.5339	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	svm	5	5	0.6316	0.0118	0.6056	0.6576	0.3466	0.6493	0.5366	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2024	2024	nn	5	5	0.6348	0.0136	0.6048	0.6648	0.3498	0.6509	0.5398	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	dt	5	5	0.5204	0.0118	0.4944	0.5464	0.2354	0.5903	0.4254	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	rf	5	5	0.5935	0.0136	0.5635	0.6235	0.3085	0.6290	0.4985	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	gb	5	5	0.5758	0.0155	0.5418	0.6098	0.2908	0.6197	0.4808	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	lr	5	5	0.5528	0.0118	0.5268	0.5788	0.2678	0.6075	0.4578	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	svm	5	5	0.5630	0.0136	0.5330	0.5930	0.2780	0.6129	0.4680	0
synthetic_mock_not_results	primary	worm	full	worm-2025	2025	nn	5	5	0.5744	0.0155	0.5404	0.6084	0.2894	0.6190	0.4794	1
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	dt	5	5	0.5424	0.0118	0.5164	0.5684	0.2574	0.6020	0.4474	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	rf	5	5	0.6155	0.0136	0.5855	0.6455	0.3305	0.6407	0.5205	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	gb	5	5	0.5978	0.0155	0.5638	0.6318	0.3128	0.6313	0.5028	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	lr	5	5	0.5748	0.0118	0.5488	0.6008	0.2898	0.6192	0.4798	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	svm	5	5	0.5850	0.0136	0.5550	0.6150	0.3000	0.6246	0.4900	0
synthetic_mock_not_results	primary	worm	matched_both	worm-2025	2025	nn	5	5	0.5964	0.0155	0.5624	0.6304	0.3114	0.6306	0.5014	1
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	dt	5	5	0.6711	0.0155	0.6371	0.7051	0.3861	0.6702	0.5761	0
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	rf	5	5	0.7440	0.0118	0.7180	0.7700	0.4590	0.7088	0.6490	0
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	gb	5	5	0.7262	0.0136	0.6962	0.7562	0.4412	0.6994	0.6312	0
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	lr	5	5	0.7030	0.0155	0.6690	0.7370	0.4180	0.6871	0.6080	0
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	svm	5	5	0.7130	0.0118	0.6870	0.7390	0.4280	0.6924	0.6180	0
synthetic_mock_not_results	primary	yeast	full	yeast-2015	2015	nn	5	5	0.7243	0.0136	0.6943	0.7543	0.4393	0.6984	0.6293	1
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	dt	5	5	0.6931	0.0155	0.6591	0.7271	0.4081	0.6818	0.5981	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	rf	5	5	0.7660	0.0118	0.7400	0.7920	0.4810	0.7205	0.6710	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	gb	5	5	0.7482	0.0136	0.7182	0.7782	0.4632	0.7110	0.6532	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	lr	5	5	0.7250	0.0155	0.6910	0.7590	0.4400	0.6988	0.6300	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	svm	5	5	0.7350	0.0118	0.7090	0.7610	0.4500	0.7041	0.6400	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2015	2015	nn	5	5	0.7463	0.0136	0.7163	0.7763	0.4613	0.7100	0.6513	1
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	dt	5	5	0.6494	0.0118	0.6234	0.6754	0.3644	0.6587	0.5544	0
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	rf	5	5	0.7293	0.0136	0.6993	0.7593	0.4443	0.7010	0.6343	0
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	gb	5	5	0.7195	0.0155	0.6855	0.7535	0.4345	0.6958	0.6245	0
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	lr	5	5	0.7049	0.0118	0.6789	0.7309	0.4199	0.6881	0.6099	0
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	svm	5	5	0.7232	0.0136	0.6932	0.7532	0.4382	0.6978	0.6282	0
synthetic_mock_not_results	primary	yeast	full	yeast-2016	2016	nn	5	5	0.7421	0.0155	0.7081	0.7761	0.4571	0.7078	0.6471	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	dt	5	5	0.6714	0.0118	0.6454	0.6974	0.3864	0.6704	0.5764	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	rf	5	5	0.7513	0.0136	0.7213	0.7813	0.4663	0.7127	0.6563	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	gb	5	5	0.7415	0.0155	0.7075	0.7755	0.4565	0.7075	0.6465	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	lr	5	5	0.7269	0.0118	0.7009	0.7529	0.4419	0.6997	0.6319	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	svm	5	5	0.7452	0.0136	0.7152	0.7752	0.4602	0.7095	0.6502	0
synthetic_mock_not_results	primary	yeast	matched_both	yeast-2016	2016	nn	5	5	0.7641	0.0155	0.7301	0.7981	0.4791	0.7195	0.6691	0
synthetic_mock_not_results	primary	yeast	full	yeast-2017	2017	dt	5	5	0.6484	0.0136	0.6184	0.6784	0.3634	0.6581	0.5534	0
